,population,racepctblack,racePctWhite,racePctHisp,agePct12t21,agePct16t24,pctUrban,medFamInc,perCapInc,blackPerCap,OtherPerCap,HispPerCap,PctBSorMore,PctEmplManu,PctEmplProfServ,PctOccupManu,PctKids2Par,PctYoungKids2Par,NumIlleg,PctIlleg,PctImmigRecent,PctRecImmig5,PctRecImmig10,PctSpeakEnglOnly,PersPerOccupHous,PersPerRentOccHous,PctPersOwnOccup,PctHousLess3BR,HousVacant,MedYrHousBuilt,PctHousNoPhone,OwnOccLowQuart,OwnOccMedVal,RentMedian,MedRentPctHousInc,MedOwnCostPctInc,MedOwnCostPctIncNoMtg,NumStreet,PctSameHouse85,PctSameCity85,PctUsePubTrans,ViolentCrimesPerPop
471,1,1,4,1,3,2,4,2,2,2,2,2,2,2,2,1,4,4,1,1,1,1,1,4,4,4,4,1,1,4,1,1,1,2,2,2,1,1,3,3,1,1
472,1,3,3,1,2,2,4,1,1,1,1,2,2,3,3,3,2,2,1,3,2,1,1,4,2,2,2,3,1,2,3,1,1,1,2,1,2,1,2,3,1,3
473,1,2,3,1,2,2,4,2,2,1,2,2,2,4,2,3,2,2,1,2,2,1,1,4,2,2,2,3,1,3,2,1,1,1,1,2,2,1,2,2,1,2
474,1,4,2,1,2,1,1,1,1,1,1,1,2,3,3,3,2,1,1,3,2,1,1,4,2,2,2,2,1,3,3,1,1,1,3,2,2,1,3,3,1,2
475,1,1,4,1,2,2,1,1,1,1,2,2,1,3,2,3,2,2,1,2,1,1,1,4,2,2,2,3,1,1,2,1,1,1,3,1,2,1,3,3,1,1
476,1,2,3,1,2,2,4,1,1,1,1,1,1,4,2,4,2,2,1,3,2,1,1,4,2,2,3,3,1,1,2,1,1,1,3,1,2,1,3,4,1,1
477,1,1,1,3,2,2,4,2,2,2,2,2,2,2,2,2,3,3,1,1,2,4,4,1,3,4,2,3,1,2,1,3,3,3,4,3,1,1,3,3,2,2
478,1,1,4,1,2,2,1,2,2,1,1,2,2,2,4,2,4,3,1,1,1,1,1,4,2,1,3,2,1,3,1,1,1,1,2,2,2,1,3,3,1,1
479,1,2,3,1,2,2,1,1,1,1,1,1,1,4,1,4,2,2,1,2,2,1,1,4,2,2,2,3,1,3,4,1,1,1,2,2,3,1,3,3,1,1
480,1,1,4,1,2,1,4,1,1,2,1,2,1,2,1,2,3,3,1,1,1,1,1,4,2,3,3,3,1,4,1,1,1,2,2,3,2,1,2,2,1,2
481,1,1,4,2,2,2,1,2,2,2,2,2,2,2,1,2,4,4,1,1,2,2,2,3,3,3,3,2,1,4,1,3,2,3,3,4,2,1,1,1,1,1
482,1,2,3,1,2,1,1,1,1,1,2,1,1,1,2,2,2,2,1,2,1,1,1,4,1,1,2,3,1,2,3,1,1,1,2,1,2,1,3,3,1,3
483,1,1,4,1,2,2,4,2,2,2,2,2,2,2,1,2,3,4,1,1,2,1,1,4,2,2,2,3,1,4,2,1,1,2,1,2,1,1,2,2,1,1
484,1,1,4,1,2,2,4,4,3,3,4,4,3,2,3,1,4,4,1,1,1,1,1,4,3,2,4,2,1,3,1,3,3,3,3,3,4,1,4,4,2,1
485,3,1,3,2,3,3,4,2,2,1,1,2,3,1,3,1,2,3,2,2,2,2,2,3,2,2,2,3,4,3,2,1,1,2,3,3,2,1,2,2,2,1
486,1,1,4,1,2,1,4,2,2,2,2,2,3,1,4,1,3,3,1,1,2,1,1,4,2,2,3,2,1,2,1,1,1,1,1,1,1,1,2,3,2,1
487,1,1,4,1,3,3,4,2,2,2,2,3,2,2,2,2,3,3,1,1,3,1,1,4,2,2,2,3,1,2,2,1,1,2,3,1,1,1,2,2,1,1
488,1,1,4,1,2,2,1,1,1,1,1,3,1,4,1,4,2,2,1,1,1,1,1,4,2,2,2,3,1,3,3,1,1,1,2,2,2,1,3,4,1,1
489,1,1,4,1,2,2,4,2,2,2,1,2,1,3,1,3,3,4,1,1,1,1,1,4,2,2,4,2,1,2,1,1,1,2,2,1,2,1,4,4,1,1
490,1,1,4,1,2,2,4,4,3,3,3,3,3,2,2,1,4,4,1,1,2,1,1,4,3,3,4,1,1,2,1,3,3,4,3,3,4,1,4,4,2,1
491,1,4,1,1,2,2,1,1,1,1,1,1,1,2,2,2,1,1,1,4,1,1,1,4,2,2,2,3,1,2,3,1,1,1,3,2,3,1,3,4,1,1
492,1,1,4,1,2,1,4,4,4,3,1,2,4,3,3,1,4,4,1,1,1,1,1,4,3,2,4,1,1,3,1,3,4,3,3,2,3,1,4,3,1,1
493,1,1,4,1,2,2,4,3,3,2,2,3,3,2,2,1,4,4,1,1,1,1,1,3,3,2,4,1,1,2,1,3,3,3,3,3,2,1,4,3,1,1
494,1,1,2,4,3,2,4,1,1,1,1,1,1,2,1,3,2,2,1,3,3,4,4,2,3,3,2,3,1,3,4,1,1,1,3,2,2,1,1,2,1,2
495,1,1,4,4,2,2,1,1,1,1,1,1,1,1,2,2,2,1,1,2,1,2,2,1,2,3,3,3,1,3,4,1,1,1,2,3,2,1,3,3,1,1
496,1,2,3,1,2,2,4,3,3,2,2,3,2,2,2,2,3,3,1,2,2,2,2,3,2,2,3,3,1,2,1,3,3,3,3,3,3,1,3,4,2,1
497,1,1,4,1,2,2,4,2,2,1,2,2,1,3,2,3,2,2,1,2,1,1,1,4,2,2,3,3,1,2,2,1,1,1,2,1,2,1,3,4,1,1
498,1,1,4,1,2,2,4,2,2,2,4,2,1,4,1,3,4,4,1,1,1,1,1,2,3,2,4,2,1,2,1,2,2,2,2,2,3,1,4,4,1,1
499,1,2,2,3,2,2,4,1,1,1,1,2,1,2,2,2,2,2,1,3,2,3,3,2,3,3,2,3,1,2,2,1,1,2,4,3,1,2,2,3,1,3
500,1,1,4,1,2,2,4,3,2,2,1,2,2,2,2,2,3,3,1,1,2,1,1,4,2,2,3,2,1,2,1,2,2,3,2,2,2,1,3,4,1,1
501,1,1,4,1,3,3,1,1,1,1,1,1,2,2,2,2,3,3,1,1,4,1,1,4,2,2,3,2,1,3,3,1,1,1,3,2,2,1,2,3,1,1
502,1,1,4,1,2,1,4,3,2,3,2,3,2,2,2,1,4,4,1,1,2,1,1,3,2,1,3,3,1,1,1,3,2,3,2,3,4,1,4,4,2,1
503,1,1,4,1,4,4,1,2,1,1,1,1,2,2,3,2,3,3,1,1,2,1,1,4,2,2,2,3,1,3,1,1,1,2,3,2,2,1,1,1,1,1
504,1,2,3,1,2,2,4,1,2,1,2,2,2,1,2,2,3,3,1,2,2,1,1,4,2,2,3,2,1,3,2,1,1,1,2,2,1,1,3,3,1,1
505,1,2,3,1,3,3,4,1,1,1,1,2,2,2,3,2,2,3,1,2,4,1,1,4,1,1,2,3,2,2,2,1,1,1,2,2,2,2,2,3,1,3
506,1,2,3,2,2,2,4,1,1,1,1,2,1,3,2,3,2,2,1,2,1,1,1,3,3,3,3,2,1,2,3,1,1,1,3,1,2,1,3,4,1,1
507,1,1,4,1,2,2,4,2,2,2,2,2,3,2,2,1,3,3,1,1,2,2,2,4,2,2,2,3,1,4,1,1,1,2,2,2,2,1,1,2,2,1
508,1,2,2,3,3,2,1,1,1,1,1,1,1,3,1,3,3,3,1,2,1,1,1,2,3,3,2,3,1,2,4,1,1,1,2,2,3,1,2,4,1,1
509,1,1,4,1,3,2,1,1,1,1,1,3,1,2,3,3,3,3,1,1,1,1,1,4,2,2,3,3,1,2,2,1,1,1,3,2,3,1,2,4,1,1
510,1,1,4,1,3,2,4,2,1,2,2,2,1,2,2,2,3,4,1,1,1,1,1,4,3,3,3,1,1,3,1,1,1,2,2,2,2,1,2,2,1,1
511,1,1,4,1,2,2,4,2,1,1,1,1,1,3,2,3,3,3,1,2,1,1,1,4,2,2,3,3,1,2,2,1,1,2,2,2,2,1,3,3,1,1
512,1,1,4,1,2,1,1,1,1,2,4,2,1,3,2,3,3,2,1,1,2,1,1,4,2,2,3,3,1,1,3,1,1,1,3,2,2,1,3,4,1,1
513,1,1,4,1,2,2,4,2,2,2,2,2,2,2,2,2,3,3,1,1,2,2,2,4,2,2,2,3,1,3,1,3,2,3,3,3,1,1,2,3,1,1
514,1,1,4,1,2,1,1,2,2,1,2,2,3,2,2,1,3,3,1,1,2,1,1,4,2,2,3,2,1,2,2,1,1,1,2,1,1,1,3,3,1,1
515,1,1,4,1,2,2,4,3,3,2,2,3,3,2,3,1,4,4,1,1,2,1,1,4,2,1,3,2,1,4,1,2,2,3,2,3,1,1,2,2,1,1
516,1,1,4,1,2,2,4,2,2,2,2,3,2,2,2,2,3,3,1,1,1,2,2,3,2,2,2,3,1,1,1,2,2,3,2,3,4,1,4,4,2,1
517,1,1,4,1,3,3,1,1,1,1,1,1,2,2,2,2,3,3,1,1,2,1,1,4,2,2,3,2,1,3,3,1,1,1,2,2,2,1,2,2,1,1
518,1,1,3,3,2,2,1,2,1,4,1,2,1,2,2,3,3,3,1,1,1,1,1,3,3,3,3,2,1,3,2,1,1,2,4,3,3,1,3,3,1,1
519,1,1,4,1,2,1,1,1,2,1,3,2,1,2,2,3,4,4,1,1,2,1,1,4,2,1,3,2,1,2,2,1,1,1,2,1,2,1,3,3,1,1
520,1,1,4,1,1,1,4,2,2,2,2,3,2,1,2,1,4,4,1,1,1,1,1,3,2,2,3,3,1,4,1,1,1,3,3,3,2,1,2,2,1,1
521,1,1,4,1,2,2,4,2,2,2,2,2,2,3,2,2,3,3,1,1,1,1,1,3,2,2,3,3,1,2,1,2,2,2,2,3,3,1,3,3,1,1
522,4,2,3,1,2,2,4,2,2,1,1,2,2,1,2,2,2,2,3,3,3,1,1,4,2,2,2,3,4,3,2,1,1,2,2,2,2,1,2,3,2,2
523,1,3,3,1,2,1,1,1,2,1,3,2,1,3,2,3,2,3,1,2,4,1,1,4,2,2,3,2,1,2,3,1,1,1,3,2,3,1,3,4,1,1
524,1,1,4,1,2,2,1,1,1,1,1,1,1,2,3,3,2,2,1,2,1,1,1,4,2,2,2,2,1,1,2,1,1,1,3,2,4,1,3,4,1,1
525,3,1,3,3,2,2,4,2,2,2,2,2,2,1,3,1,3,3,1,2,2,1,1,3,2,2,3,3,3,3,2,1,1,2,3,3,2,2,2,3,1,2
526,1,4,1,1,3,2,1,1,1,1,2,1,2,3,3,3,1,1,1,4,4,1,1,4,2,2,2,3,1,3,3,1,1,1,3,2,3,1,3,3,1,1
527,1,1,4,1,2,2,1,1,1,2,1,1,1,3,2,3,3,2,1,1,1,1,1,4,2,2,2,2,1,1,2,1,1,1,3,1,2,1,3,4,1,1
528,1,1,2,4,3,2,4,2,1,2,2,2,1,3,1,4,2,3,1,2,2,3,3,1,4,4,3,3,1,2,1,2,2,3,3,3,1,1,3,4,1,2
529,1,1,4,1,2,1,4,2,2,2,2,2,1,3,2,3,3,3,1,1,1,1,1,3,2,2,3,3,1,1,1,2,2,2,3,3,2,1,3,3,1,1
530,1,1,4,1,2,1,4,3,3,2,3,3,2,2,2,1,4,4,1,1,1,1,1,3,2,1,3,2,1,2,1,3,3,3,3,3,4,1,4,4,3,1
531,1,1,4,1,2,1,1,2,2,2,2,2,2,3,2,2,3,3,1,1,1,1,1,4,2,2,3,2,1,3,1,1,1,2,2,2,2,1,2,3,1,1
532,3,2,3,1,2,2,4,1,1,1,1,2,1,2,2,3,2,2,2,2,2,1,1,4,2,2,3,3,3,1,2,1,1,1,3,1,3,1,3,4,1,2
533,1,1,3,2,2,2,4,3,2,2,2,2,2,3,2,2,3,4,1,1,2,1,1,3,3,3,3,2,1,4,1,4,4,3,3,4,1,1,2,3,1,1
534,1,1,4,1,2,2,4,1,1,1,1,3,1,3,2,3,3,4,1,1,1,1,1,4,2,1,3,2,1,1,1,1,1,1,3,1,3,1,4,4,1,1
535,1,1,4,1,3,3,4,2,2,1,2,2,1,2,1,2,3,3,1,1,2,1,1,4,2,2,2,2,1,3,2,1,1,1,2,2,2,1,2,2,1,1
536,1,1,4,1,2,2,1,2,2,1,4,2,1,4,2,3,4,4,1,1,1,1,1,4,3,2,3,2,1,3,1,1,1,2,2,2,2,1,3,3,1,1
537,1,2,3,1,2,2,4,2,2,2,2,2,1,2,2,2,3,3,1,3,2,1,1,4,2,2,3,3,1,2,1,2,2,2,2,2,3,1,3,4,1,1
538,1,1,4,1,2,2,4,2,2,2,3,3,1,2,1,2,3,4,1,1,1,1,1,3,2,2,3,3,1,1,1,2,2,3,2,2,2,1,4,4,2,1
539,1,4,2,1,2,2,1,1,1,1,1,2,1,2,2,3,1,1,1,3,2,1,1,4,2,2,2,3,1,3,3,1,1,1,3,2,2,1,2,3,1,3
540,1,1,4,1,2,2,4,2,2,2,2,2,2,2,2,2,3,4,1,1,2,1,1,4,2,2,3,3,1,3,1,2,2,3,2,3,3,1,3,3,1,1
541,1,1,3,1,2,2,4,3,2,2,2,2,2,2,2,2,3,4,1,1,2,2,2,3,3,3,3,2,1,3,1,3,3,3,3,3,1,1,3,3,1,1
542,1,1,4,1,1,1,4,2,2,2,2,2,2,3,3,2,3,3,1,1,2,1,1,4,2,1,3,2,1,2,1,1,1,2,2,2,1,1,2,3,1,1
543,1,1,4,1,2,2,4,3,3,3,3,2,3,2,2,1,4,4,1,1,1,1,1,4,3,1,4,2,1,2,1,3,3,3,2,2,2,1,4,4,3,1
544,1,1,3,4,2,2,4,1,1,2,2,2,1,3,1,4,2,2,1,3,2,4,4,1,3,3,1,4,1,1,3,2,2,2,3,4,2,1,3,3,4,2
545,1,1,2,4,2,2,4,2,1,2,2,2,1,3,1,3,2,3,1,2,2,3,3,1,4,4,3,3,1,2,1,2,2,3,3,3,1,1,3,4,1,3
546,1,1,4,1,2,2,4,2,2,1,1,2,1,3,1,3,3,3,1,1,2,3,3,2,3,2,3,2,1,1,1,2,2,3,3,2,4,1,4,4,1,1
547,1,1,4,1,2,2,4,2,2,2,2,2,1,3,2,2,4,4,1,1,1,1,1,4,3,1,4,2,1,3,1,1,1,2,2,1,2,1,3,4,1,1
548,1,1,4,1,2,2,4,3,3,2,2,2,3,1,2,1,4,4,1,1,1,1,1,4,2,1,3,2,1,4,1,1,1,2,2,2,2,1,2,2,1,1
549,1,1,4,1,2,2,4,2,1,2,2,2,1,2,2,2,2,2,1,2,1,1,1,4,2,2,2,2,1,1,2,1,1,1,2,2,3,1,3,3,1,1
550,1,1,4,1,2,1,4,3,2,3,1,1,3,1,2,1,4,4,1,1,2,1,1,4,2,1,3,2,1,3,1,1,1,2,1,2,1,1,2,3,1,1
551,1,1,4,1,3,2,4,2,1,2,1,1,2,3,2,3,3,3,1,1,3,1,1,4,2,2,2,3,1,3,2,1,1,1,3,2,2,1,2,3,1,1
552,1,3,1,3,2,2,4,2,2,2,2,2,2,3,2,2,3,3,1,2,2,3,3,2,4,4,3,2,1,3,1,2,2,3,3,3,1,1,3,4,1,2
553,1,2,3,1,2,2,4,3,4,2,2,2,3,2,2,1,3,3,1,3,2,3,2,3,2,2,2,3,1,2,1,3,4,3,2,3,3,1,3,3,3,1
554,1,1,4,1,2,2,1,3,3,2,3,2,3,2,3,1,4,4,1,1,2,2,2,4,2,2,3,3,1,3,1,2,2,3,2,3,2,1,3,2,3,1
555,1,4,1,1,2,2,1,1,1,1,3,2,1,3,3,3,1,1,1,3,1,1,1,4,2,2,2,3,1,2,4,1,1,1,3,2,4,1,3,4,1,2
556,1,1,4,1,2,2,1,2,1,1,2,3,1,4,2,3,3,3,1,1,1,1,1,3,2,2,3,3,1,2,1,1,1,2,3,3,3,1,3,3,1,1
557,2,1,3,1,2,2,4,2,2,1,2,2,2,3,2,2,3,3,1,2,2,1,1,4,2,2,3,3,3,2,2,1,1,1,2,2,2,1,2,3,1,2
558,1,1,4,1,2,2,4,2,2,2,2,2,3,1,3,1,3,4,1,1,3,3,2,3,2,2,1,3,1,3,1,3,3,3,3,4,1,1,1,1,1,2
559,1,1,4,1,1,1,4,3,3,3,3,3,3,2,2,1,4,4,1,1,2,2,2,3,2,1,3,3,1,2,1,4,4,3,3,3,2,1,3,3,2,1
560,1,4,1,1,2,2,4,1,1,1,1,2,1,2,2,3,1,1,1,4,2,2,2,3,2,2,1,4,1,2,3,1,1,2,4,4,4,1,2,3,2,3
561,1,1,4,1,2,1,1,2,2,2,1,2,2,2,2,2,4,4,1,1,3,1,1,4,2,2,3,2,1,3,1,1,1,2,2,1,1,1,2,2,1,1
562,1,1,4,1,1,1,4,3,3,3,2,2,3,2,3,1,4,4,1,1,2,2,2,3,2,2,3,2,1,2,1,3,3,3,3,3,3,1,4,3,2,1
563,1,2,3,1,2,2,4,1,1,1,1,1,2,2,2,3,3,3,1,2,2,1,1,4,2,2,3,2,1,2,2,1,1,1,2,1,2,1,3,3,1,1
564,4,2,2,3,2,2,4,2,2,2,1,1,2,2,2,2,2,3,4,4,2,4,4,1,3,3,1,4,4,2,1,3,3,3,3,3,1,4,2,3,3,3
565,1,1,4,1,2,2,1,1,1,1,2,2,2,1,3,2,3,3,1,1,3,1,1,4,2,1,3,3,1,3,1,1,1,1,2,2,2,1,3,3,1,1
566,1,1,4,1,2,2,1,1,1,1,2,2,2,4,2,3,3,3,1,1,2,1,1,4,2,2,2,3,1,3,3,1,1,1,2,2,2,1,2,3,1,2
567,1,1,3,2,2,1,4,3,2,2,2,2,2,3,2,2,3,4,1,1,2,2,2,3,3,3,3,2,1,2,1,3,3,3,3,3,1,1,3,4,1,2
568,2,1,3,4,2,2,4,1,1,1,1,2,2,1,2,2,3,3,1,1,1,1,1,2,3,3,2,3,3,3,3,1,1,1,2,2,2,1,3,3,1,1
569,1,1,4,1,2,1,4,1,1,1,1,2,1,3,2,3,3,3,1,1,2,1,1,4,2,2,3,3,1,2,3,1,1,1,2,2,3,1,3,3,1,1
570,1,1,2,2,2,2,4,3,3,3,3,3,3,2,2,1,4,4,1,1,2,3,3,2,4,3,4,2,1,4,1,3,3,4,3,4,1,1,2,3,1,1
571,1,1,4,1,2,1,4,3,3,2,1,3,3,2,2,1,4,4,1,1,2,1,1,4,2,2,3,3,1,4,1,2,2,3,3,3,2,1,2,2,1,1
572,1,1,4,1,2,2,4,2,2,2,2,2,2,2,2,2,3,3,1,1,1,1,1,4,2,1,3,2,1,2,1,2,2,2,3,3,3,1,3,4,1,1
573,1,1,3,1,4,4,4,1,1,1,1,1,4,1,4,1,2,3,1,2,4,3,2,3,2,2,1,3,1,1,2,1,1,2,4,3,3,1,1,1,2,1
574,1,1,4,1,2,2,4,2,2,2,2,2,1,3,2,2,4,4,1,1,2,1,1,4,2,1,3,2,1,2,1,1,1,2,2,2,2,1,3,3,1,1
575,1,2,3,1,3,3,4,3,2,2,1,2,4,1,4,1,4,4,1,1,1,1,1,4,2,1,4,1,1,1,1,1,1,2,3,2,2,1,3,3,2,1
576,1,1,4,1,2,2,4,2,2,1,1,2,2,1,2,2,3,4,1,1,2,1,1,4,2,1,3,2,1,2,1,1,1,2,2,1,1,1,3,3,1,1
577,1,1,4,1,2,2,4,3,3,2,2,2,3,2,3,1,4,4,1,1,1,1,1,4,3,1,4,2,1,2,1,3,3,3,2,3,3,1,4,4,2,1
578,1,1,4,1,2,2,4,2,2,2,1,2,2,2,3,2,3,4,1,1,4,1,1,4,2,2,3,3,1,2,2,1,1,1,2,1,1,1,3,3,1,1
579,1,1,4,1,2,1,4,2,2,1,2,2,1,3,2,2,3,3,1,2,1,1,1,3,2,2,2,3,1,1,1,2,2,2,2,3,4,1,4,4,1,1
580,1,1,4,1,2,1,1,2,2,2,2,2,1,1,2,2,4,4,1,1,1,1,1,4,3,3,4,2,1,4,1,2,2,3,3,4,4,1,3,3,1,1
581,1,1,4,1,1,1,4,3,3,1,1,2,2,2,2,1,4,4,1,1,2,1,1,4,2,1,4,2,1,2,1,3,3,3,2,3,3,1,4,4,2,1
582,1,1,4,1,2,2,1,1,1,1,1,2,1,3,2,3,3,3,1,1,4,1,1,4,2,2,3,3,1,1,2,1,1,1,2,1,2,1,3,3,1,1
583,1,1,4,1,2,2,1,1,1,2,1,1,1,3,3,4,2,2,1,2,2,1,1,4,2,2,2,2,1,1,2,1,1,1,3,2,3,1,3,4,1,1
584,1,1,4,1,2,1,4,3,3,2,2,4,3,2,3,1,4,4,1,1,1,1,1,4,3,1,4,1,1,3,1,2,2,3,2,2,3,1,4,3,2,1
585,1,1,4,1,2,1,4,2,2,3,2,2,2,3,2,2,4,4,1,1,1,1,1,4,2,2,3,2,1,2,1,2,2,2,2,3,2,1,4,4,1,1
586,1,4,1,1,3,2,4,1,1,1,1,1,2,2,2,2,1,1,1,4,2,1,1,4,3,3,2,3,1,3,3,1,1,1,3,2,2,1,2,3,1,2
587,1,1,3,4,3,2,1,1,1,1,1,1,1,1,2,3,2,3,1,2,2,2,2,1,4,4,3,3,1,3,4,1,1,1,3,3,2,1,4,4,1,2
588,1,1,4,1,2,2,4,2,2,2,3,3,2,1,3,2,4,4,1,1,2,1,2,4,2,1,3,2,1,1,1,1,1,2,2,2,3,1,3,4,4,1
589,1,1,4,1,4,4,1,1,1,1,2,2,3,1,4,1,3,3,1,1,4,1,1,4,2,2,2,3,1,2,2,1,1,1,4,2,1,1,1,1,1,1
590,1,2,2,1,2,2,1,1,1,1,1,1,1,2,3,2,2,1,1,2,4,1,1,4,2,2,3,3,1,2,4,1,1,1,4,2,2,1,3,3,1,2
591,1,4,1,1,2,2,4,1,1,1,1,1,1,1,2,2,1,1,1,4,2,1,1,4,2,2,2,3,1,1,2,1,1,1,2,1,3,1,3,3,3,3
592,1,1,4,1,3,1,4,4,4,4,2,3,4,2,2,1,4,4,1,1,2,1,1,4,3,2,4,1,1,4,1,2,2,2,2,2,1,1,3,3,1,1
593,1,1,4,1,2,1,4,3,2,2,2,2,2,3,2,2,4,4,1,1,1,1,1,4,3,2,4,2,1,2,1,2,2,3,2,3,4,1,4,3,1,1
594,1,1,4,1,2,1,4,3,3,3,3,4,2,2,2,2,4,4,1,1,1,1,1,4,3,1,4,1,1,2,1,3,2,3,2,3,2,1,4,4,1,1
595,1,1,4,1,2,2,4,1,1,1,1,2,1,3,2,3,3,3,1,2,1,1,1,4,2,2,3,2,1,1,2,1,1,1,2,1,2,1,3,4,1,1
596,1,2,3,2,2,2,4,3,3,2,2,2,3,1,3,1,3,3,1,3,2,3,3,3,2,2,2,3,1,1,1,4,4,3,2,2,3,1,3,3,4,1
597,1,1,4,1,2,2,4,2,2,2,1,2,2,3,2,2,3,3,1,2,2,1,1,4,2,2,3,3,1,1,1,2,2,2,3,3,3,1,3,3,1,1
598,1,2,4,1,2,2,4,1,2,1,2,2,1,4,1,4,2,2,1,2,2,1,1,4,2,2,2,3,1,2,3,1,1,2,2,1,2,1,2,3,1,1
599,1,3,2,1,4,4,1,1,1,1,1,1,2,2,3,2,2,1,1,3,4,1,1,4,2,2,2,3,1,3,3,1,1,1,3,1,2,1,2,2,1,1
600,4,3,2,2,2,2,4,2,2,2,1,2,2,1,3,2,2,2,4,4,2,4,4,2,2,2,1,4,4,1,2,2,2,2,2,2,3,4,3,3,4,3
601,1,1,3,3,2,2,4,2,2,2,1,2,2,2,2,2,2,3,1,3,3,4,3,3,2,3,2,4,1,2,1,3,3,3,3,3,1,1,2,3,1,2
602,1,1,4,1,2,2,1,2,2,2,1,2,2,4,2,2,3,2,1,1,1,1,1,4,1,1,2,3,1,1,2,1,1,1,3,1,2,1,3,3,1,1
603,1,1,4,1,1,1,4,4,4,3,2,3,4,3,4,1,3,4,1,1,3,3,3,3,1,1,3,3,1,2,1,4,4,4,2,2,1,1,3,2,1,1
604,1,3,3,1,2,2,4,1,1,1,1,1,1,2,2,3,2,2,1,3,2,1,1,4,2,2,2,3,1,3,2,1,1,2,3,2,2,1,2,3,1,2
605,1,1,4,1,2,2,4,2,2,2,1,4,1,2,1,2,3,4,1,1,2,1,1,4,3,2,3,2,1,3,1,1,1,2,1,1,2,1,3,3,1,1
606,1,2,3,1,2,1,1,1,2,1,1,2,2,1,3,2,2,2,1,1,1,1,1,4,2,2,3,2,1,1,2,1,1,1,4,1,1,1,4,4,1,1
607,1,1,4,1,2,2,4,2,2,2,2,2,1,3,2,3,3,3,1,1,2,1,1,4,3,2,3,2,1,3,1,1,1,2,2,1,2,1,3,3,1,1
608,1,1,4,1,2,2,4,1,1,1,1,2,1,2,2,2,2,2,1,2,1,1,1,3,2,2,2,2,1,1,2,1,1,1,2,1,3,1,4,4,2,2
609,1,1,4,1,2,1,4,4,4,3,1,4,4,2,3,1,4,4,1,1,1,1,1,4,3,2,4,1,1,3,1,3,3,3,2,3,2,1,3,3,2,1
610,1,1,3,2,2,2,4,3,2,2,2,2,2,2,2,2,3,3,1,1,2,2,2,3,3,2,3,3,1,3,1,3,3,3,3,3,1,1,2,2,1,2
611,1,1,4,1,3,2,4,1,1,1,1,1,1,3,2,3,2,2,1,2,2,1,1,4,2,2,2,2,1,1,2,1,1,1,3,2,3,1,3,3,2,1
612,1,1,4,1,2,2,4,2,2,1,2,2,1,2,2,3,3,3,1,1,1,1,1,4,2,2,3,2,1,2,1,1,1,1,2,1,1,1,3,4,1,1
613,1,1,4,1,2,2,4,2,2,1,1,1,2,2,3,2,3,2,1,1,2,1,1,3,2,2,2,3,1,1,1,2,2,3,3,3,3,1,3,3,2,1
614,1,1,4,1,2,2,1,1,1,1,1,1,1,2,2,3,2,2,1,2,2,1,1,4,2,2,2,3,1,3,2,1,1,1,3,2,2,1,2,3,1,2
615,1,1,4,1,2,2,4,2,2,2,1,2,2,2,2,3,3,2,1,1,1,1,1,4,2,2,2,2,1,1,2,1,1,2,3,2,3,1,3,3,1,3
616,1,1,4,1,2,2,4,2,2,2,1,2,2,3,2,2,4,4,1,1,1,1,1,4,2,1,4,2,1,3,1,1,1,2,2,2,1,1,3,4,1,1
617,1,1,4,1,2,2,4,1,1,2,1,2,2,1,2,2,3,3,1,1,2,1,1,4,2,2,2,3,1,3,2,1,1,2,3,2,2,1,2,2,1,1
618,1,4,2,1,3,2,1,1,1,1,1,1,1,4,1,4,1,1,1,3,3,1,1,4,2,2,3,2,1,3,4,1,1,1,2,2,2,1,3,4,1,1
619,1,1,3,1,2,1,4,4,4,4,4,4,4,2,3,1,4,4,1,1,3,3,3,3,3,3,4,1,1,3,1,4,4,4,3,2,1,1,3,4,1,1
620,1,3,3,1,4,4,1,1,1,1,1,1,2,3,2,3,2,2,1,3,4,1,1,4,2,2,1,3,1,3,4,1,1,1,2,2,1,2,2,2,1,1
621,1,1,4,1,3,3,4,2,1,1,2,1,2,2,3,2,3,3,1,1,4,1,1,4,2,2,2,3,1,2,1,1,1,1,3,2,2,1,2,2,1,1
622,1,1,4,1,2,2,1,2,2,2,1,3,2,4,1,2,3,4,1,1,1,1,1,4,2,2,3,3,1,3,1,2,2,3,2,4,4,1,2,3,1,1
623,1,1,4,1,2,2,4,2,2,2,1,2,2,2,3,2,3,3,1,1,1,1,1,4,2,1,3,3,1,1,1,2,2,3,3,2,2,1,3,4,2,1
624,1,1,2,3,2,2,4,1,1,1,1,1,1,2,3,2,3,3,1,2,3,3,3,2,3,4,1,3,1,3,2,1,1,2,3,3,1,1,2,3,1,1
625,1,1,4,1,2,2,4,2,2,1,2,2,2,1,2,2,3,3,1,1,1,1,1,4,2,2,3,2,1,2,1,1,1,1,2,2,1,1,2,3,1,1
626,1,1,4,1,2,1,1,2,2,1,3,3,1,1,2,2,3,3,1,1,1,1,1,4,2,3,4,1,1,3,1,2,2,3,3,4,4,1,3,3,1,1
627,1,1,4,1,3,2,1,2,2,1,2,2,2,2,3,2,4,4,1,1,1,1,1,4,2,2,3,2,1,3,1,2,2,2,3,3,2,1,2,1,1,1
628,1,1,4,2,2,1,1,1,2,1,1,1,2,1,4,2,2,3,1,1,1,1,1,3,2,2,2,3,1,3,3,1,1,1,3,2,2,1,2,3,1,1
